table,era,source_column,canonical_column,kind,note
research_payments,2013,Principal_Investigator_5_Postal_Code,principal_investigator_5_postal_code,core,
research_payments,2013,Principal_Investigator_5_Primary_Type,principal_investigator_5_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2013,Principal_Investigator_5_Specialty,principal_investigator_5_specialty_1,core,single-valued -> slot 1 rename
research_payments,2013,Principal_Investigator_5_License_State_code1,principal_investigator_5_license_state_code1,core,
research_payments,2013,Principal_Investigator_5_License_State_code2,principal_investigator_5_license_state_code2,core,
research_payments,2013,Principal_Investigator_5_License_State_code3,principal_investigator_5_license_state_code3,core,
research_payments,2013,Principal_Investigator_5_License_State_code4,principal_investigator_5_license_state_code4,core,
research_payments,2013,Principal_Investigator_5_License_State_code5,principal_investigator_5_license_state_code5,core,
research_payments,2013,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,submitting_applicable_manufacturer_or_applicable_gpo_name,core,
research_payments,2013,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,applicable_manufacturer_or_applicable_gpo_making_payment_id,core,
research_payments,2013,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,applicable_manufacturer_or_applicable_gpo_making_payment_name,core,
research_payments,2013,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,applicable_manufacturer_or_applicable_gpo_making_payment_state,core,
research_payments,2013,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country,applicable_manufacturer_or_applicable_gpo_making_payment_country,core,
research_payments,2013,Product_Indicator,related_product_indicator,core,renamed
research_payments,2013,Name_of_Associated_Covered_Drug_or_Biological1,name_of_associated_covered_drug_or_biological1,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Drug_or_Biological2,name_of_associated_covered_drug_or_biological2,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Drug_or_Biological3,name_of_associated_covered_drug_or_biological3,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Drug_or_Biological4,name_of_associated_covered_drug_or_biological4,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Drug_or_Biological5,name_of_associated_covered_drug_or_biological5,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,NDC_of_Associated_Covered_Drug_or_Biological1,ndc_of_associated_covered_drug_or_biological1,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,NDC_of_Associated_Covered_Drug_or_Biological2,ndc_of_associated_covered_drug_or_biological2,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,NDC_of_Associated_Covered_Drug_or_Biological3,ndc_of_associated_covered_drug_or_biological3,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,NDC_of_Associated_Covered_Drug_or_Biological4,ndc_of_associated_covered_drug_or_biological4,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,NDC_of_Associated_Covered_Drug_or_Biological5,ndc_of_associated_covered_drug_or_biological5,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Device_or_Medical_Supply1,name_of_associated_covered_device_or_medical_supply1,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Device_or_Medical_Supply2,name_of_associated_covered_device_or_medical_supply2,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Device_or_Medical_Supply3,name_of_associated_covered_device_or_medical_supply3,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Device_or_Medical_Supply4,name_of_associated_covered_device_or_medical_supply4,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Name_of_Associated_Covered_Device_or_Medical_Supply5,name_of_associated_covered_device_or_medical_supply5,passthrough,era-specific column (pre-2016 layout)
research_payments,2013,Total_Amount_of_Payment_USDollars,total_amount_of_payment_usdollars,core,
research_payments,2013,Date_of_Payment,date_of_payment,core,
research_payments,2013,Form_of_Payment_or_Transfer_of_Value,form_of_payment_or_transfer_of_value,core,
research_payments,2013,Expenditure_Category1,expenditure_category1,core,
research_payments,2013,Expenditure_Category2,expenditure_category2,core,
research_payments,2013,Expenditure_Category3,expenditure_category3,core,
research_payments,2013,Expenditure_Category4,expenditure_category4,core,
research_payments,2013,Expenditure_Category5,expenditure_category5,core,
research_payments,2013,Expenditure_Category6,expenditure_category6,core,
research_payments,2013,Preclinical_Research_Indicator,preclinical_research_indicator,core,
research_payments,2013,Delay_in_Publication_Indicator,delay_in_publication_indicator,core,
research_payments,2013,Name_of_Study,name_of_study,core,
research_payments,2013,Dispute_Status_for_Publication,dispute_status_for_publication,core,
research_payments,2013,Record_ID,record_id,core,
research_payments,2013,Program_Year,program_year,core,
research_payments,2013,Payment_Publication_Date,payment_publication_date,core,
research_payments,2013,ClinicalTrials_Gov_Identifier,clinicaltrials_gov_identifier,core,
research_payments,2013,Research_Information_Link,research_information_link,core,
research_payments,2013,Context_of_Research,context_of_research,core,
research_payments,2015,Change_Type,change_type,core,
research_payments,2015,Covered_Recipient_Type,covered_recipient_type,core,
research_payments,2015,Noncovered_Recipient_Entity_Name,noncovered_recipient_entity_name,core,
research_payments,2015,Teaching_Hospital_CCN,teaching_hospital_ccn,core,
research_payments,2015,Teaching_Hospital_ID,teaching_hospital_id,core,
research_payments,2015,Teaching_Hospital_Name,teaching_hospital_name,core,
research_payments,2015,Physician_Profile_ID,covered_recipient_profile_id,core,Physician_ prefix rename
research_payments,2015,Physician_NPI,covered_recipient_npi,core,Physician_ prefix rename
research_payments,2015,Physician_First_Name,covered_recipient_first_name,core,Physician_ prefix rename
research_payments,2015,Physician_Middle_Name,covered_recipient_middle_name,core,Physician_ prefix rename
research_payments,2015,Physician_Last_Name,covered_recipient_last_name,core,Physician_ prefix rename
research_payments,2015,Physician_Name_Suffix,covered_recipient_name_suffix,core,Physician_ prefix rename
research_payments,2015,Recipient_Primary_Business_Street_Address_Line1,recipient_primary_business_street_address_line1,core,
research_payments,2015,Recipient_Primary_Business_Street_Address_Line2,recipient_primary_business_street_address_line2,core,
research_payments,2015,Recipient_City,recipient_city,core,
research_payments,2015,Recipient_State,recipient_state,core,
research_payments,2015,Recipient_Zip_Code,recipient_zip_code,core,
research_payments,2015,Recipient_Country,recipient_country,core,
research_payments,2015,Recipient_Province,recipient_province,core,
research_payments,2015,Recipient_Postal_Code,recipient_postal_code,core,
research_payments,2015,Physician_Primary_Type,covered_recipient_primary_type_1,core,renamed
research_payments,2015,Physician_Specialty,covered_recipient_specialty_1,core,renamed
research_payments,2015,Physician_License_State_code1,covered_recipient_license_state_code1,core,Physician_ prefix rename
research_payments,2015,Physician_License_State_code2,covered_recipient_license_state_code2,core,Physician_ prefix rename
research_payments,2015,Physician_License_State_code3,covered_recipient_license_state_code3,core,Physician_ prefix rename
research_payments,2015,Physician_License_State_code4,covered_recipient_license_state_code4,core,Physician_ prefix rename
research_payments,2015,Physician_License_State_code5,covered_recipient_license_state_code5,core,Physician_ prefix rename
research_payments,2015,Principal_Investigator_1_Profile_ID,principal_investigator_1_profile_id,core,
research_payments,2015,Principal_Investigator_1_NPI,principal_investigator_1_npi,core,
research_payments,2015,Principal_Investigator_1_First_Name,principal_investigator_1_first_name,core,
research_payments,2015,Principal_Investigator_1_Middle_Name,principal_investigator_1_middle_name,core,
research_payments,2015,Principal_Investigator_1_Last_Name,principal_investigator_1_last_name,core,
research_payments,2015,Principal_Investigator_1_Name_Suffix,principal_investigator_1_name_suffix,core,
research_payments,2015,Principal_Investigator_1_Business_Street_Address_Line1,principal_investigator_1_business_street_address_line1,core,
research_payments,2015,Principal_Investigator_1_Business_Street_Address_Line2,principal_investigator_1_business_street_address_line2,core,
research_payments,2015,Principal_Investigator_1_City,principal_investigator_1_city,core,
research_payments,2015,Principal_Investigator_1_State,principal_investigator_1_state,core,
research_payments,2015,Principal_Investigator_1_Zip_Code,principal_investigator_1_zip_code,core,
research_payments,2015,Principal_Investigator_1_Country,principal_investigator_1_country,core,
research_payments,2015,Principal_Investigator_1_Province,principal_investigator_1_province,core,
research_payments,2015,Principal_Investigator_1_Postal_Code,principal_investigator_1_postal_code,core,
research_payments,2015,Principal_Investigator_1_Primary_Type,principal_investigator_1_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_1_Specialty,principal_investigator_1_specialty_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_1_License_State_code1,principal_investigator_1_license_state_code1,core,
research_payments,2015,Principal_Investigator_1_License_State_code2,principal_investigator_1_license_state_code2,core,
research_payments,2015,Principal_Investigator_1_License_State_code3,principal_investigator_1_license_state_code3,core,
research_payments,2015,Principal_Investigator_1_License_State_code4,principal_investigator_1_license_state_code4,core,
research_payments,2015,Principal_Investigator_1_License_State_code5,principal_investigator_1_license_state_code5,core,
research_payments,2015,Principal_Investigator_2_Profile_ID,principal_investigator_2_profile_id,core,
research_payments,2015,Principal_Investigator_2_NPI,principal_investigator_2_npi,core,
research_payments,2015,Principal_Investigator_2_First_Name,principal_investigator_2_first_name,core,
research_payments,2015,Principal_Investigator_2_Middle_Name,principal_investigator_2_middle_name,core,
research_payments,2015,Principal_Investigator_2_Last_Name,principal_investigator_2_last_name,core,
research_payments,2015,Principal_Investigator_2_Name_Suffix,principal_investigator_2_name_suffix,core,
research_payments,2015,Principal_Investigator_2_Business_Street_Address_Line1,principal_investigator_2_business_street_address_line1,core,
research_payments,2015,Principal_Investigator_2_Business_Street_Address_Line2,principal_investigator_2_business_street_address_line2,core,
research_payments,2015,Principal_Investigator_2_City,principal_investigator_2_city,core,
research_payments,2015,Principal_Investigator_2_State,principal_investigator_2_state,core,
research_payments,2015,Principal_Investigator_2_Zip_Code,principal_investigator_2_zip_code,core,
research_payments,2015,Principal_Investigator_2_Country,principal_investigator_2_country,core,
research_payments,2015,Principal_Investigator_2_Province,principal_investigator_2_province,core,
research_payments,2015,Principal_Investigator_2_Postal_Code,principal_investigator_2_postal_code,core,
research_payments,2015,Principal_Investigator_2_Primary_Type,principal_investigator_2_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_2_Specialty,principal_investigator_2_specialty_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_2_License_State_code1,principal_investigator_2_license_state_code1,core,
research_payments,2015,Principal_Investigator_2_License_State_code2,principal_investigator_2_license_state_code2,core,
research_payments,2015,Principal_Investigator_2_License_State_code3,principal_investigator_2_license_state_code3,core,
research_payments,2015,Principal_Investigator_2_License_State_code4,principal_investigator_2_license_state_code4,core,
research_payments,2015,Principal_Investigator_2_License_State_code5,principal_investigator_2_license_state_code5,core,
research_payments,2015,Principal_Investigator_3_Profile_ID,principal_investigator_3_profile_id,core,
research_payments,2015,Principal_Investigator_3_NPI,principal_investigator_3_npi,core,
research_payments,2015,Principal_Investigator_3_First_Name,principal_investigator_3_first_name,core,
research_payments,2015,Principal_Investigator_3_Middle_Name,principal_investigator_3_middle_name,core,
research_payments,2015,Principal_Investigator_3_Last_Name,principal_investigator_3_last_name,core,
research_payments,2015,Principal_Investigator_3_Name_Suffix,principal_investigator_3_name_suffix,core,
research_payments,2015,Principal_Investigator_3_Business_Street_Address_Line1,principal_investigator_3_business_street_address_line1,core,
research_payments,2015,Principal_Investigator_3_Business_Street_Address_Line2,principal_investigator_3_business_street_address_line2,core,
research_payments,2015,Principal_Investigator_3_City,principal_investigator_3_city,core,
research_payments,2015,Principal_Investigator_3_State,principal_investigator_3_state,core,
research_payments,2015,Principal_Investigator_3_Zip_Code,principal_investigator_3_zip_code,core,
research_payments,2015,Principal_Investigator_3_Country,principal_investigator_3_country,core,
research_payments,2015,Principal_Investigator_3_Province,principal_investigator_3_province,core,
research_payments,2015,Principal_Investigator_3_Postal_Code,principal_investigator_3_postal_code,core,
research_payments,2015,Principal_Investigator_3_Primary_Type,principal_investigator_3_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_3_Specialty,principal_investigator_3_specialty_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_3_License_State_code1,principal_investigator_3_license_state_code1,core,
research_payments,2015,Principal_Investigator_3_License_State_code2,principal_investigator_3_license_state_code2,core,
research_payments,2015,Principal_Investigator_3_License_State_code3,principal_investigator_3_license_state_code3,core,
research_payments,2015,Principal_Investigator_3_License_State_code4,principal_investigator_3_license_state_code4,core,
research_payments,2015,Principal_Investigator_3_License_State_code5,principal_investigator_3_license_state_code5,core,
research_payments,2015,Principal_Investigator_4_Profile_ID,principal_investigator_4_profile_id,core,
research_payments,2015,Principal_Investigator_4_NPI,principal_investigator_4_npi,core,
research_payments,2015,Principal_Investigator_4_First_Name,principal_investigator_4_first_name,core,
research_payments,2015,Principal_Investigator_4_Middle_Name,principal_investigator_4_middle_name,core,
research_payments,2015,Principal_Investigator_4_Last_Name,principal_investigator_4_last_name,core,
research_payments,2015,Principal_Investigator_4_Name_Suffix,principal_investigator_4_name_suffix,core,
research_payments,2015,Principal_Investigator_4_Business_Street_Address_Line1,principal_investigator_4_business_street_address_line1,core,
research_payments,2015,Principal_Investigator_4_Business_Street_Address_Line2,principal_investigator_4_business_street_address_line2,core,
research_payments,2015,Principal_Investigator_4_City,principal_investigator_4_city,core,
research_payments,2015,Principal_Investigator_4_State,principal_investigator_4_state,core,
research_payments,2015,Principal_Investigator_4_Zip_Code,principal_investigator_4_zip_code,core,
research_payments,2015,Principal_Investigator_4_Country,principal_investigator_4_country,core,
research_payments,2015,Principal_Investigator_4_Province,principal_investigator_4_province,core,
research_payments,2015,Principal_Investigator_4_Postal_Code,principal_investigator_4_postal_code,core,
research_payments,2015,Principal_Investigator_4_Primary_Type,principal_investigator_4_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_4_Specialty,principal_investigator_4_specialty_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_4_License_State_code1,principal_investigator_4_license_state_code1,core,
research_payments,2015,Principal_Investigator_4_License_State_code2,principal_investigator_4_license_state_code2,core,
research_payments,2015,Principal_Investigator_4_License_State_code3,principal_investigator_4_license_state_code3,core,
research_payments,2015,Principal_Investigator_4_License_State_code4,principal_investigator_4_license_state_code4,core,
research_payments,2015,Principal_Investigator_4_License_State_code5,principal_investigator_4_license_state_code5,core,
research_payments,2015,Principal_Investigator_5_Profile_ID,principal_investigator_5_profile_id,core,
research_payments,2015,Principal_Investigator_5_NPI,principal_investigator_5_npi,core,
research_payments,2015,Principal_Investigator_5_First_Name,principal_investigator_5_first_name,core,
research_payments,2015,Principal_Investigator_5_Middle_Name,principal_investigator_5_middle_name,core,
research_payments,2015,Principal_Investigator_5_Last_Name,principal_investigator_5_last_name,core,
research_payments,2015,Principal_Investigator_5_Name_Suffix,principal_investigator_5_name_suffix,core,
research_payments,2015,Principal_Investigator_5_Business_Street_Address_Line1,principal_investigator_5_business_street_address_line1,core,
research_payments,2015,Principal_Investigator_5_Business_Street_Address_Line2,principal_investigator_5_business_street_address_line2,core,
research_payments,2015,Principal_Investigator_5_City,principal_investigator_5_city,core,
research_payments,2015,Principal_Investigator_5_State,principal_investigator_5_state,core,
research_payments,2015,Principal_Investigator_5_Zip_Code,principal_investigator_5_zip_code,core,
research_payments,2015,Principal_Investigator_5_Country,principal_investigator_5_country,core,
research_payments,2015,Principal_Investigator_5_Province,principal_investigator_5_province,core,
research_payments,2015,Principal_Investigator_5_Postal_Code,principal_investigator_5_postal_code,core,
research_payments,2015,Principal_Investigator_5_Primary_Type,principal_investigator_5_primary_type_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_5_Specialty,principal_investigator_5_specialty_1,core,single-valued -> slot 1 rename
research_payments,2015,Principal_Investigator_5_License_State_code1,principal_investigator_5_license_state_code1,core,
research_payments,2015,Principal_Investigator_5_License_State_code2,principal_investigator_5_license_state_code2,core,
research_payments,2015,Principal_Investigator_5_License_State_code3,principal_investigator_5_license_state_code3,core,
research_payments,2015,Principal_Investigator_5_License_State_code4,principal_investigator_5_license_state_code4,core,
research_payments,2015,Principal_Investigator_5_License_State_code5,principal_investigator_5_license_state_code5,core,
research_payments,2015,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,submitting_applicable_manufacturer_or_applicable_gpo_name,core,
research_payments,2015,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,applicable_manufacturer_or_applicable_gpo_making_payment_id,core,
research_payments,2015,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,applicable_manufacturer_or_applicable_gpo_making_payment_name,core,
research_payments,2015,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,applicable_manufacturer_or_applicable_gpo_making_payment_state,core,
research_payments,2015,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country,applicable_manufacturer_or_applicable_gpo_making_payment_country,core,
research_payments,2015,Product_Indicator,related_product_indicator,core,renamed
research_payments,2015,Name_of_Associated_Covered_Drug_or_Biological1,name_of_associated_covered_drug_or_biological1,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Drug_or_Biological2,name_of_associated_covered_drug_or_biological2,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Drug_or_Biological3,name_of_associated_covered_drug_or_biological3,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Drug_or_Biological4,name_of_associated_covered_drug_or_biological4,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Drug_or_Biological5,name_of_associated_covered_drug_or_biological5,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,NDC_of_Associated_Covered_Drug_or_Biological1,ndc_of_associated_covered_drug_or_biological1,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,NDC_of_Associated_Covered_Drug_or_Biological2,ndc_of_associated_covered_drug_or_biological2,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,NDC_of_Associated_Covered_Drug_or_Biological3,ndc_of_associated_covered_drug_or_biological3,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,NDC_of_Associated_Covered_Drug_or_Biological4,ndc_of_associated_covered_drug_or_biological4,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,NDC_of_Associated_Covered_Drug_or_Biological5,ndc_of_associated_covered_drug_or_biological5,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Device_or_Medical_Supply1,name_of_associated_covered_device_or_medical_supply1,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Device_or_Medical_Supply2,name_of_associated_covered_device_or_medical_supply2,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Device_or_Medical_Supply3,name_of_associated_covered_device_or_medical_supply3,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Device_or_Medical_Supply4,name_of_associated_covered_device_or_medical_supply4,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Name_of_Associated_Covered_Device_or_Medical_Supply5,name_of_associated_covered_device_or_medical_supply5,passthrough,era-specific column (pre-2016 layout)
research_payments,2015,Total_Amount_of_Payment_USDollars,total_amount_of_payment_usdollars,core,
research_payments,2015,Date_of_Payment,date_of_payment,core,
research_payments,2015,Form_of_Payment_or_Transfer_of_Value,form_of_payment_or_transfer_of_value,core,
research_payments,2015,Expenditure_Category1,expenditure_category1,core,
research_payments,2015,Expenditure_Category2,expenditure_category2,core,
research_payments,2015,Expenditure_Category3,expenditure_category3,core,
research_payments,2015,Expenditure_Category4,expenditure_category4,core,
research_payments,2015,Expenditure_Category5,expenditure_category5,core,
research_payments,2015,Expenditure_Category6,expenditure_category6,core,
research_payments,2015,Preclinical_Research_Indicator,preclinical_research_indicator,core,
research_payments,2015,Delay_in_Publication_Indicator,delay_in_publication_indicator,core,
research_payments,2015,Name_of_Study,name_of_study,core,
research_payments,2015,Dispute_Status_for_Publication,dispute_status_for_publication,core,
research_payments,2015,Record_ID,record_id,core,
research_payments,2015,Program_Year,program_year,core,
research_payments,2015,Payment_Publication_Date,payment_publication_date,core,
research_payments,2015,ClinicalTrials_Gov_Identifier,clinicaltrials_gov_identifier,core,
research_payments,2015,Research_Information_Link,research_information_link,core,
research_payments,2015,Context_of_Research,context_of_research,core,
research_payments,2016,Change_Type,change_type,core,
research_payments,2016,Covered_Recipient_Type,covered_recipient_type,core,
research_payments,2016,Noncovered_Recipient_Entity_Name,noncovered_recipient_entity_name,core,
research_payments,2016,Teaching_Hospital_CCN,teaching_hospital_ccn,core,
research_payments,2016,Teaching_Hospital_ID,teaching_hospital_id,core,
research_payments,2016,Teaching_Hospital_Name,teaching_hospital_name,core,
research_payments,2016,Covered_Recipient_Profile_ID,covered_recipient_profile_id,core,
research_payments,2016,Covered_Recipient_NPI,covered_recipient_npi,core,
research_payments,2016,Covered_Recipient_First_Name,covered_recipient_first_name,core,
research_payments,2016,Covered_Recipient_Middle_Name,covered_recipient_middle_name,core,
research_payments,2016,Covered_Recipient_Last_Name,covered_recipient_last_name,core,
research_payments,2016,Covered_Recipient_Name_Suffix,covered_recipient_name_suffix,core,
research_payments,2016,Recipient_Primary_Business_Street_Address_Line1,recipient_primary_business_street_address_line1,core,
research_payments,2016,Recipient_Primary_Business_Street_Address_Line2,recipient_primary_business_street_address_line2,core,
research_payments,2016,Recipient_City,recipient_city,core,
research_payments,2016,Recipient_State,recipient_state,core,
research_payments,2016,Recipient_Zip_Code,recipient_zip_code,core,
research_payments,2016,Recipient_Country,recipient_country,core,
research_payments,2016,Recipient_Province,recipient_province,core,
research_payments,2016,Recipient_Postal_Code,recipient_postal_code,core,
research_payments,2016,Covered_Recipient_Primary_Type_1,covered_recipient_primary_type_1,core,
research_payments,2016,Covered_Recipient_Primary_Type_2,covered_recipient_primary_type_2,core,
research_payments,2016,Covered_Recipient_Primary_Type_3,covered_recipient_primary_type_3,core,
research_payments,2016,Covered_Recipient_Primary_Type_4,covered_recipient_primary_type_4,core,
research_payments,2016,Covered_Recipient_Primary_Type_5,covered_recipient_primary_type_5,core,
research_payments,2016,Covered_Recipient_Primary_Type_6,covered_recipient_primary_type_6,core,
research_payments,2016,Covered_Recipient_Specialty_1,covered_recipient_specialty_1,core,
research_payments,2016,Covered_Recipient_Specialty_2,covered_recipient_specialty_2,core,
research_payments,2016,Covered_Recipient_Specialty_3,covered_recipient_specialty_3,core,
research_payments,2016,Covered_Recipient_Specialty_4,covered_recipient_specialty_4,core,
research_payments,2016,Covered_Recipient_Specialty_5,covered_recipient_specialty_5,core,
research_payments,2016,Covered_Recipient_Specialty_6,covered_recipient_specialty_6,core,
research_payments,2016,Covered_Recipient_License_State_code1,covered_recipient_license_state_code1,core,
research_payments,2016,Covered_Recipient_License_State_code2,covered_recipient_license_state_code2,core,
research_payments,2016,Covered_Recipient_License_State_code3,covered_recipient_license_state_code3,core,
research_payments,2016,Covered_Recipient_License_State_code4,covered_recipient_license_state_code4,core,
research_payments,2016,Covered_Recipient_License_State_code5,covered_recipient_license_state_code5,core,
research_payments,2016,Principal_Investigator_1_Covered_Recipient_Type,principal_investigator_1_covered_recipient_type,core,
research_payments,2016,Principal_Investigator_1_Profile_ID,principal_investigator_1_profile_id,core,
research_payments,2016,Principal_Investigator_1_NPI,principal_investigator_1_npi,core,
research_payments,2016,Principal_Investigator_1_First_Name,principal_investigator_1_first_name,core,
research_payments,2016,Principal_Investigator_1_Middle_Name,principal_investigator_1_middle_name,core,
research_payments,2016,Principal_Investigator_1_Last_Name,principal_investigator_1_last_name,core,
research_payments,2016,Principal_Investigator_1_Name_Suffix,principal_investigator_1_name_suffix,core,
research_payments,2016,Principal_Investigator_1_Business_Street_Address_Line1,principal_investigator_1_business_street_address_line1,core,
research_payments,2016,Principal_Investigator_1_Business_Street_Address_Line2,principal_investigator_1_business_street_address_line2,core,
research_payments,2016,Principal_Investigator_1_City,principal_investigator_1_city,core,
research_payments,2016,Principal_Investigator_1_State,principal_investigator_1_state,core,
research_payments,2016,Principal_Investigator_1_Zip_Code,principal_investigator_1_zip_code,core,
research_payments,2016,Principal_Investigator_1_Country,principal_investigator_1_country,core,
research_payments,2016,Principal_Investigator_1_Province,principal_investigator_1_province,core,
research_payments,2016,Principal_Investigator_1_Postal_Code,principal_investigator_1_postal_code,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_1,principal_investigator_1_primary_type_1,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_2,principal_investigator_1_primary_type_2,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_3,principal_investigator_1_primary_type_3,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_4,principal_investigator_1_primary_type_4,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_5,principal_investigator_1_primary_type_5,core,
research_payments,2016,Principal_Investigator_1_Primary_Type_6,principal_investigator_1_primary_type_6,core,
research_payments,2016,Principal_Investigator_1_Specialty_1,principal_investigator_1_specialty_1,core,
research_payments,2016,Principal_Investigator_1_Specialty_2,principal_investigator_1_specialty_2,core,
research_payments,2016,Principal_Investigator_1_Specialty_3,principal_investigator_1_specialty_3,core,
research_payments,2016,Principal_Investigator_1_Specialty_4,principal_investigator_1_specialty_4,core,
research_payments,2016,Principal_Investigator_1_Specialty_5,principal_investigator_1_specialty_5,core,
research_payments,2016,Principal_Investigator_1_Specialty_6,principal_investigator_1_specialty_6,core,
research_payments,2016,Principal_Investigator_1_License_State_code1,principal_investigator_1_license_state_code1,core,
research_payments,2016,Principal_Investigator_1_License_State_code2,principal_investigator_1_license_state_code2,core,
research_payments,2016,Principal_Investigator_1_License_State_code3,principal_investigator_1_license_state_code3,core,
research_payments,2016,Principal_Investigator_1_License_State_code4,principal_investigator_1_license_state_code4,core,
research_payments,2016,Principal_Investigator_1_License_State_code5,principal_investigator_1_license_state_code5,core,
research_payments,2016,Principal_Investigator_2_Covered_Recipient_Type,principal_investigator_2_covered_recipient_type,core,
research_payments,2016,Principal_Investigator_2_Profile_ID,principal_investigator_2_profile_id,core,
research_payments,2016,Principal_Investigator_2_NPI,principal_investigator_2_npi,core,
research_payments,2016,Principal_Investigator_2_First_Name,principal_investigator_2_first_name,core,
research_payments,2016,Principal_Investigator_2_Middle_Name,principal_investigator_2_middle_name,core,
research_payments,2016,Principal_Investigator_2_Last_Name,principal_investigator_2_last_name,core,
research_payments,2016,Principal_Investigator_2_Name_Suffix,principal_investigator_2_name_suffix,core,
research_payments,2016,Principal_Investigator_2_Business_Street_Address_Line1,principal_investigator_2_business_street_address_line1,core,
research_payments,2016,Principal_Investigator_2_Business_Street_Address_Line2,principal_investigator_2_business_street_address_line2,core,
research_payments,2016,Principal_Investigator_2_City,principal_investigator_2_city,core,
research_payments,2016,Principal_Investigator_2_State,principal_investigator_2_state,core,
research_payments,2016,Principal_Investigator_2_Zip_Code,principal_investigator_2_zip_code,core,
research_payments,2016,Principal_Investigator_2_Country,principal_investigator_2_country,core,
research_payments,2016,Principal_Investigator_2_Province,principal_investigator_2_province,core,
research_payments,2016,Principal_Investigator_2_Postal_Code,principal_investigator_2_postal_code,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_1,principal_investigator_2_primary_type_1,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_2,principal_investigator_2_primary_type_2,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_3,principal_investigator_2_primary_type_3,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_4,principal_investigator_2_primary_type_4,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_5,principal_investigator_2_primary_type_5,core,
research_payments,2016,Principal_Investigator_2_Primary_Type_6,principal_investigator_2_primary_type_6,core,
research_payments,2016,Principal_Investigator_2_Specialty_1,principal_investigator_2_specialty_1,core,
